===База данных gkh-inform74

== Структура таблицы streets8

|------
|Столбец|Тип|Null|По умолчанию
|------
|**concat**|varchar(50)|Да|NULL
|geo|varchar(25)|Да|NULL
|priority|tinyint(1)|Нет|1
|//**id**//|int(11)|Нет|
== Дамп данных таблицы streets8

|Сухомесово, Сухомесовская улица, 29/2|55.07387, 61.485441|1|22980
|Сухомесово, Сухомесовская улица, 2А|55.06737, 61.486977|1|22981
|Сухомесово, Сухомесовская улица, 3|55.068855, 61.486259|1|22982
|Сухомесово, Сухомесовская улица, 30|55.072231, 61.486564|1|22983
|Сухомесово, Сухомесовская улица, 3Б|55.068174, 61.486357|1|22984
|Сухомесово, Сухомесовская улица, 4|55.068118, 61.486923|1|22985
|Сухомесово, Сухомесовская улица, 5|55.069515, 61.486268|1|22986
|Сухомесово, Сухомесовская улица, 6|55.068427, 61.486878|1|22987
|Сухомесово, Сухомесовская улица, 7|55.070252, 61.486268|1|22988
|Сухомесово, Сухомесовская улица, 8|55.068623, 61.486905|1|22989
|Сухомесово, Сухомесовская улица, 9|55.070494, 61.486321|1|22990
|Сухомесово, Сухомесовская улица, 9А|55.070468, 61.485333|1|22991
|Сухомесово, Сухомесовский переулок, 11|55.071907, 61.481066|1|22992
|Сухомесово, Сухомесовский переулок, 13|55.072092, 61.481686|1|22993
|Сухомесово, Сухомесовский переулок, 15|55.072169, 61.482081|1|22994
|Сухомесово, Сухомесовский переулок, 17|55.072242, 61.483303|1|22995
|Сухомесово, Сухомесовский переулок, 19|55.072247, 61.483564|1|22996
|Сухомесово, Сухомесовский переулок, 2|55.072164, 61.485288|1|22997
|Сухомесово, Сухомесовский переулок, 21|55.072314, 61.484139|1|22998
|Сухомесово, Сухомесовский переулок, 23|55.07235, 61.484767|1|22999
|Сухомесово, Сухомесовский переулок, 25|55.072463, 61.485657|1|23000
|Сухомесово, Сухомесовский переулок, 27|55.072592, 61.486402|1|23001
|Сухомесово, Сухомесовский переулок, 4|55.071628, 61.479863|1|23002
|Сухомесово, Сухомесовский переулок, 6|55.072041, 61.484767|1|23003
|Сухомесово, Сухомесовский переулок, 9|55.071809, 61.480321|1|23004
|Сухомесово, Чернотальская улица, 10|55.065927, 61.487256|1|23005
|Сухомесово, Чернотальская улица, 21|55.067845, 61.488019|1|23006
|Сухомесово, Чернотальская улица, 23|55.068149, 61.487938|1|23007
|Сухомесово, Чернотальская улица, 24|55.067912, 61.488648|1|23008
|Сухомесово, Чернотальская улица, 31|55.068979, 61.487777|1|23009
|Сухомесово, Чернотальская улица, 36|55.069474, 61.488729|1|23010
|Сухомесово, Чернотальская улица, 43|55.070303, 61.487552|1|23011
|Сухомесово, Чернотальская улица, 47|55.070907, 61.487929|1|23012
|Сухомесово, Чернотальская улица, 48|55.071216, 61.488684|1|23013
|Сухомесово, Чернотальская улица, 49|55.071118, 61.487921|1|23014
|Сухомесово, Чернотальская улица, 5|55.066071, 61.48651|1|23015
|Сухомесово, Чернотальская улица, 50|55.071432, 61.48872|1|23016
|Сухомесово, Чернотальская улица, 55|55.071628, 61.487894|1|23017
|Сухомесово, Чернотальская улица, 57|55.071824, 61.487867|1|23018
|Сухомесово, Чернотальская улица, 66|55.072278, 61.487355|1|23019
|Сухомесово, Чернотальская улица, 7|55.066241, 61.486672|1|23020
|Сухомесово, Чернотальская улица, 8|55.065777, 61.487022|1|23021
|Сухумский переулок, 1|55.184613, 61.431111|1|23022
|Сухумский переулок, 10|55.183384, 61.431282|1|23023
|Сухумский переулок, 12|55.183271, 61.431372|1|23024
|Сухумский переулок, 12А|55.183199, 61.431416|1|23025
|Сухумский переулок, 14|55.18303, 61.431515|1|23026
|Сухумский переулок, 16|55.182793, 61.431641|1|23027
|Сухумский переулок, 18|55.182598, 61.43174|1|23028
|Сухумский переулок, 2|55.18452, 61.430554|1|23029
|Сухумский переулок, 20|55.182372, 61.431902|1|23030
|Сухумский переулок, 3|55.184063, 61.431363|1|23031
|Сухумский переулок, 4|55.18432, 61.430698|1|23032
|Сухумский переулок, 6|55.184058, 61.430851|1|23033
|Сухумский переулок, 8|55.183791, 61.43103|1|23034
|Счастливая улица, 15|55.173612, 61.561969|1|23035
|Счастливая улица, 17|55.173859, 61.56178|1|23036
|Счастливая улица, 24|55.175555, 61.561726|1|23037
|Счастливая улица, 28|55.175787, 61.561277|1|23038
|Табачная улица, 1|55.134996, 61.391172|1|23039
|Табачная улица, 10|55.13426, 61.390938|1|23040
|Табачная улица, 11|55.134342, 61.391361|1|23041
|Табачная улица, 2|55.13496, 61.39075|1|23042
|Табачная улица, 3|55.134821, 61.391298|1|23043
|Табачная улица, 5|55.134703, 61.391289|1|23044
|Табачная улица, 6|55.134672, 61.390867|1|23045
|Табачная улица, 7|55.134543, 61.391361|1|23046
|Табачная улица, 8|55.134497, 61.390884|1|23047
|Табачная улица, 9|55.134414, 61.391262|1|23048
|Таганайская улица, 10|55.098403, 61.35727|1|23049
|Таганайская улица, 11|55.098145, 61.358096|1|23050
|Таганайская улица, 12|55.098125, 61.357341|1|23051
|Таганайская улица, 13|55.09729, 61.359354|1|23052
|Таганайская улица, 13А|55.097491, 61.359372|1|23053
|Таганайская улица, 15|55.097223, 61.35974|1|23054
|Таганайская улица, 16|55.096631, 61.359587|1|23055
|Таганайская улица, 17|55.09711, 61.359929|1|23056
|Таганайская улица, 17А|55.097022, 61.360054|1|23057
|Таганайская улица, 18|55.096543, 61.359893|1|23058
|Таганайская улица, 19|55.097131, 61.360872|1|23059
|Таганайская улица, 2|55.098892, 61.356587|1|23060
|Таганайская улица, 20|55.096193, 61.360153|1|23061
|Таганайская улица, 21|55.096564, 61.360557|1|23062
|Таганайская улица, 22|55.096064, 61.360333|1|23063
|Таганайская улица, 22А|55.095884, 61.360441|1|23064
|Таганайская улица, 23|55.096327, 61.360854|1|23065
|Таганайская улица, 23А|55.096188, 61.360998|1|23066
|Таганайская улица, 23Б|55.096039, 61.361123|1|23067
|Таганайская улица, 26|55.096193, 61.358815|1|23068
|Таганайская улица, 26А|55.096178, 61.358051|1|23069
|Таганайская улица, 27|55.098166, 61.360638|1|23070
|Таганайская улица, 3|55.098949, 61.357198|1|23071
|Таганайская улица, 30|55.095662, 61.359425|1|23072
|Таганайская улица, 4|55.098738, 61.356641|1|23073
|Таганайская улица, 5|55.098805, 61.357243|1|23074
|Таганайская улица, 5А|55.098717, 61.357296|1|23075
|Таганайская улица, 6|55.098655, 61.35691|1|23076
|Таганайская улица, 8|55.098501, 61.357099|1|23077
|Таганайская улица, 9|55.098506, 61.357575|1|23078
|Таганайский переулок, 1|55.187959, 61.423799|1|23079
|Таганайский переулок, 10|55.18819, 61.422469|1|23080
|Таганайский переулок, 11|55.187954, 61.422155|1|23081
|Таганайский переулок, 12|55.188165, 61.422128|1|23082
|Таганайский переулок, 13|55.187933, 61.421894|1|23083
|Таганайский переулок, 14|55.188159, 61.421894|1|23084
|Таганайский переулок, 15|55.187923, 61.421589|1|23085
|Таганайский переулок, 17|55.187923, 61.421373|1|23086
|Таганайский переулок, 19|55.187944, 61.421005|1|23087
|Таганайский переулок, 2|55.188195, 61.423772|1|23088
|Таганайский переулок, 20|55.188175, 61.421059|1|23089
|Таганайский переулок, 21|55.187892, 61.420655|1|23090
|Таганайский переулок, 22|55.188108, 61.420592|1|23091
|Таганайский переулок, 3|55.18799, 61.423287|1|23092
|Таганайский переулок, 4|55.188247, 61.423323|1|23093
|Таганайский переулок, 5|55.187995, 61.423044|1|23094
|Таганайский переулок, 6|55.188231, 61.422999|1|23095
|Таганайский переулок, 7|55.18799, 61.422784|1|23096
|Таганайский переулок, 8|55.188195, 61.422891|1|23097
|Таганайский переулок, 8А|55.188195, 61.42273|1|23098
|Таганайский переулок, 9|55.187959, 61.42246|1|23099
|Тагильская улица, 20|55.178712, 61.389357|1|23100
|Тагильская улица, 20А|55.178887, 61.389429|1|23101
|Тагильская улица, 24|55.178475, 61.389357|1|23102
|Тагильская улица, 24А|55.177966, 61.390337|1|23103
|Тагильская улица, 26|55.178383, 61.389312|1|23104
|Тагильская улица, 28|55.178208, 61.389393|1|23105
|Тагильская улица, 30|55.178064, 61.389393|1|23106
|Тагильская улица, 32А|55.177864, 61.389411|1|23107
|Тагильская улица, 40|55.177591, 61.389447|1|23108
|Тагильская улица, 42|55.177293, 61.389537|1|23109
|Тагильская улица, 60А|55.175175, 61.389133|1|23110
|Таймырская улица, 1|55.115156, 61.342178|1|23111
|Таймырская улица, 10|55.115769, 61.343525|1|23112
|Таймырская улица, 11|55.11615, 61.343489|1|23113
|Таймырская улица, 13|55.116325, 61.343696|1|23114
|Таймырская улица, 15|55.116449, 61.343858|1|23115
|Таймырская улица, 15А|55.11665, 61.343462|1|23116
|Таймырская улица, 17|55.116753, 61.343669|1|23117
|Таймырская улица, 19|55.116634, 61.3441|1|23118
|Таймырская улица, 2|55.115007, 61.342546|1|23119
|Таймырская улица, 21|55.116742, 61.344235|1|23120
|Таймырская улица, 23|55.116917, 61.344486|1|23121
|Таймырская улица, 25|55.117164, 61.34481|1|23122
|Таймырская улица, 27|55.11736, 61.344999|1|23123
|Таймырская улица, 29|55.117484, 61.34525|1|23124
|Таймырская улица, 3|55.115398, 61.34242|1|23125
|Таймырская улица, 31|55.1177, 61.344909|1|23126
|Таймырская улица, 33|55.117787, 61.345061|1|23127
|Таймырская улица, 35|55.117679, 61.345475|1|23128
|Таймырская улица, 37|55.117854, 61.3456|1|23129
|Таймырская улица, 39|55.117988, 61.345897|1|23130
|Таймырская улица, 4|55.115182, 61.342896|1|23131
|Таймырская улица, 5|55.115589, 61.342663|1|23132
|Таймырская улица, 6|55.115306, 61.342923|1|23133
|Таймырская улица, 7|55.115749, 61.342914|1|23134
|Таймырская улица, 8|55.115537, 61.343229|1|23135
|Таймырская улица, 8А|55.115682, 61.343328|1|23136
|Таймырская улица, 9|55.115934, 61.343211|1|23137
|Ташкентская улица, 10|55.23253, 61.327913|1|23138
|Ташкентская улица, 11|55.232921, 61.334416|1|23139
|Ташкентская улица, 12|55.232469, 61.327688|1|23140
|Ташкентская улица, 13|55.232915, 61.334291|1|23141
|Ташкентская улица, 14|55.232438, 61.327374|1|23142
|Ташкентская улица, 15|55.232926, 61.334075|1|23143
|Ташкентская улица, 16|55.232387, 61.327077|1|23144
|Ташкентская улица, 17|55.232936, 61.333832|1|23145
|Ташкентская улица, 18|55.232325, 61.326664|1|23146
|Ташкентская улица, 19|55.232931, 61.333581|1|23147
